gl_number,model_reaction_id,reaction_name,subsystem,gene_reaction_rule
1001043,r_1202,L-isoleucine transport,"Transport [c, v]",YCL038C
1001044,r_1203,L-isoleucine transport,"Transport [c, v]",YJR001W
1001045,r_1204,L-isoleucine transport,"Transport [c, v]",YKL146W or YNL101W
1001046,r_1205,L-isoleucine transport,"Transport [c, e]",YBR068C or YBR069C or YCL025C or YDR046C or YKR039W
1001047,r_1206,L-lactate transport,"Transport [c, m]",YKL217W
1001048,r_1207,L-lactate transport,"Transport [c, e]",YKL217W
1001049,r_1208,"L-leucine transport, vacuoluar","Transport [c, v]",YCL038C
1001050,r_1209,"L-leucine transport, vacuoluar","Transport [c, v]",YJR001W
1001051,r_1210,"L-leucine transport, vacuoluar","Transport [c, v]",YKL146W or YNL101W
1001052,r_1211,L-leucine transport,"Transport [c, e]",YBR068C or YBR069C or YCL025C or YDR046C or YDR508C or YKR039W
1001053,r_1212,L-lysine transport,"Transport [c, v]",YOL092W or YBR293W or YCL069W or YMR088C
1001054,r_1213,L-lysine transport,"Transport [c, e]",YKR039W or YNL268W
1001055,r_1214,L-methionine transport,"Transport [c, e]",YBR068C or YCL025C or YDR046C or YDR508C or YGR055W or YHL036W or YKR039W
1001056,r_1215,L-phenylalanine transport,"Transport [c, e]",YBR068C or YCL025C or YDR046C or YKR039W or YOL020W
1001057,r_1216,L-proline transport,"Transport [c, e]",YKR039W or YOR348C
1001058,r_1217,L-serine transport,"Transport [c, e]",YCL025C or YDR508C or YFL055W or YKR039W or YPL265W or YDR105C
1001059,r_1218,L-threonine transport,"Transport [c, e]",YCL025C or YDR508C or YKR039W
1001060,r_1219,L-tryptophan transport,"Transport [c, e]",YBR068C or YBR069C or YDR046C or YKR039W or YOL020W
1001061,r_1220,L-tyrosine transport,"Transport [c, v]",YCL038C
1001062,r_1221,L-tyrosine transport,"Transport [c, v]",YBR293W or YJR001W
1001063,r_1222,L-tyrosine transport,"Transport [c, v]",YKL146W or YNL101W
1001064,r_1223,L-tyrosine transport,"Transport [c, e]",YBR068C or YBR069C or YCL025C or YDR046C or YKR039W or YOL020W
1001065,r_1224,L-valine transport,"Transport [c, e]",YBR068C or YBR069C or YCL025C or YDR046C or YKR039W
1001066,r_1225,lanosterol transport,"Transport [c, e]",YIL013C or YOR011W
1001067,r_1226,malate transport,"Transport [c, m]",YLR348C
1001068,r_1227,maltose transport,"Transport [c, e]",YBR298C or YDL247W or YGR289C or YJR160C
1001069,r_1228,"N,N'-diformyldityrosine transport","Transport [c, e]",YBR180W
1001070,r_1229,NAD transport,"Transport [c, m]",YEL006W or YIL006W
1001071,r_1230,NAD transport,"Transport [c, m]",YIL006W
1001072,r_1231,NAD transport,"Transport [c, m]",YIL006W
1001073,r_1232,NAD transport,"Transport [c, m]",YIL006W
1001074,r_1235,nicotinate transport,"Transport [c, e]",YGR260W
1001075,r_1236,octadecanoate (n-C18:0) transport,"Transport [c, p]",YKL188C and YPL147W
1001076,r_1237,ornithine transport,"Transport [c, m]",YOR130C
1001077,r_1238,orntithine transport,"Transport [c, e]",YKR039W
1001078,r_1239,oxaloacetate transport,"Transport [c, m]",YKL120W
1001079,r_1241,pantothenate transport,"Transport [c, e]",YCR028C
1001080,r_1242,pentaprenyl diphosphate transport,"Transport [c, m]",
1001081,r_1243,phenethyl acetate transport,"Transport [c, e]",
1001082,r_1244,phosphate transport,"Transport [c, e]",YBR296C or YCR037C or YJL198W or YML123C or YNR013C
1001083,r_1245,phosphate transport,"Transport [c, m]",YER053C or YJR077C
1001084,r_1249,potassium transport,"Transport [c, e]",YDR456W or YJL129C
1001085,r_1250,putrescine excretion,"Transport [c, e]",YKL174C
1001086,r_1251,putrescine transport,"Transport [c, e]",YLL028W or YOR273C
1001087,r_1252,putrescine transport,"Transport [c, v]",YLL028W or YOR273C
1001088,r_1253,pyridoxine symport,"Transport [c, e]",YGL186C
1001089,r_1254,pyruvate transport,"Transport [c, e]",YKL217W
1001090,r_1255,S-adenosyl-L-methionine transport,"Transport [c, e]",YPL274W
1001091,r_1256,S-adenosyl-L-methionine transport,"Transport [c, m]",YNL003C
1001092,r_1257,S-methylmethionine permease,"Transport [c, e]",YLL061W
1001093,r_1258,sodium proton antiporter,"Transport [c, e]",YDR456W or YLR138W
1001094,r_1259,spermidine excretion,"Transport [c, e]",YKL174C
1001095,r_1260,spermidine transport,"Transport [c, e]",YBR132C or YHL016C or YKR039W or YLL028W or YOR273C or YPL274W
1001096,r_1261,spermidine transport,"Transport [c, v]",YLL028W or YOR273C
1001097,r_1262,spermine transport,"Transport [c, e]",YGR138C or YLL028W or YOR273C or YPR156C
1001098,r_1263,spermine transport,"Transport [c, v]",YGR138C or YLL028W or YOR273C or YPR156C
1001099,r_1264,succinate transport,"Transport [c, m]",YLR348C
1001100,r_1265,succinate-fumarate transport,"Transport [c, m]",YJR095W
1001101,r_1266,sulfate uniport,"Transport [c, e]",YBR294W or YLR092W
1001102,r_1267,sulfite transport,"Transport [c, e]",YPL092W
1001103,r_1268,taurine transport,"Transport [c, e]",
1001104,r_1269,thiamine diphosphate transport,"Transport [c, m]",YGR096W
1001105,r_1270,thiamine transport,"Transport [c, e]",YLR237W or YOR071C or YOR192C
1001106,r_1271,UDPgalactose transport,"Transport [c, g]",YPL244C
1001107,r_1272,uracil transport,"Transport [c, e]",YBR021W
1001108,r_1273,urea transport,"Transport [c, e]",YHL016C
1001109,r_1274,uridine transport,"Transport [c, e]",YBL042C
1001110,r_1275,UTP transport,"Transport [c, m]",YBR192W
1001111,r_1276,UTP/UMP antiport,"Transport [c, m]",YBR192W
1001112,r_1277,water diffusion,"Transport [c, e]",YLL052C or YPR192W
1001113,r_1278,zymosterol transport,"Transport [e, ce]",YIL013C or YOR011W
1001114,r_1449,inositol-P-ceramide B' (C24) [Golgi] SLIME rxn,SLIME reaction,
1001115,r_1450,inositol-P-ceramide B' (C26) [Golgi] SLIME rxn,SLIME reaction,
1001116,r_1451,inositol-P-ceramide C (C24) [Golgi] SLIME rxn,SLIME reaction,
1001117,r_1452,inositol-P-ceramide C (C26) [Golgi] SLIME rxn,SLIME reaction,
1001118,r_1453,inositol-P-ceramide A (C24) [Golgi] SLIME rxn,SLIME reaction,
1001119,r_1454,inositol-P-ceramide A (C26) [Golgi] SLIME rxn,SLIME reaction,
1001120,r_1455,inositol-P-ceramide B (C24) [Golgi] SLIME rxn,SLIME reaction,
1001121,r_1456,inositol-P-ceramide B (C26) [Golgi] SLIME rxn,SLIME reaction,
1001122,r_1457,inositol-P-ceramide D (C24) [Golgi] SLIME rxn,SLIME reaction,
1001123,r_1458,inositol-P-ceramide D (C26) [Golgi] SLIME rxn,SLIME reaction,
1001124,r_1479,inositol phosphomannosylinositol phosphoceramide A (C24) [Golgi] SLIME rxn,SLIME reaction,
1001125,r_1480,inositol phosphomannosylinositol phosphoceramide A (C26) [Golgi] SLIME rxn,SLIME reaction,
1001126,r_1481,inositol phosphomannosylinositol phosphoceramide B' (C24) [Golgi] SLIME rxn,SLIME reaction,
1001127,r_1482,inositol phosphomannosylinositol phosphoceramide B' (C26) [Golgi] SLIME rxn,SLIME reaction,
1001128,r_1483,inositol phosphomannosylinositol phosphoceramide B (C24) [Golgi] SLIME rxn,SLIME reaction,
1001129,r_1484,inositol phosphomannosylinositol phosphoceramide B (C26) [Golgi] SLIME rxn,SLIME reaction,
1001130,r_1485,inositol phosphomannosylinositol phosphoceramide C (C24) [Golgi] SLIME rxn,SLIME reaction,
1001131,r_1486,inositol phosphomannosylinositol phosphoceramide C (C26) [Golgi] SLIME rxn,SLIME reaction,
1001132,r_1487,inositol phosphomannosylinositol phosphoceramide D (C24) [Golgi] SLIME rxn,SLIME reaction,
1001133,r_1488,inositol phosphomannosylinositol phosphoceramide D (C26) [Golgi] SLIME rxn,SLIME reaction,
1001134,r_1509,mannosylinositol phosphorylceramide B' (C24) [Golgi] SLIME rxn,SLIME reaction,
1001135,r_1510,mannosylinositol phosphorylceramide B' (C26) [Golgi] SLIME rxn,SLIME reaction,
1001136,r_1511,mannosylinositol phosphorylceramide C (C24) [Golgi] SLIME rxn,SLIME reaction,
1001137,r_1512,mannosylinositol phosphorylceramide C (C26) [Golgi] SLIME rxn,SLIME reaction,
1001138,r_1513,mannosylinositol phosphorylceramide A (C24) [Golgi] SLIME rxn,SLIME reaction,
1001139,r_1514,mannosylinositol phosphorylceramide A (C26) [Golgi] SLIME rxn,SLIME reaction,
1001140,r_1515,mannosylinositol phosphorylceramide B (C24) [Golgi] SLIME rxn,SLIME reaction,
1001141,r_1516,mannosylinositol phosphorylceramide B (C26) [Golgi] SLIME rxn,SLIME reaction,
1001142,r_1517,mannosylinositol phosphorylceramide D (C24) [Golgi] SLIME rxn,SLIME reaction,
1001143,r_1518,mannosylinositol phosphorylceramide D (C26) [Golgi] SLIME rxn,SLIME reaction,
1001144,r_1543,(1->3)-beta-D-glucan transport,"Transport [c, ce]",
1001145,r_1560,"1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion","Transport [c, n]",
1001146,r_1562,1D-myo-inositol 1-phosphate transport,"Transport [c, er]",
1001147,r_1567,2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport,"Transport [c, m]",
1001148,r_1568,2-dehydropantoate transport,"Transport [c, m]",
1001149,r_1573,2-isopropylmalate transport,"Transport [c, e]",
1001150,r_1574,2-isopropylmalate transport,"Transport [c, m]",YKL120W
1001151,r_1575,2-methyl-1-butanol transport,"Transport [c, e]",
1001152,r_1576,2-methyl-1-butanol transport,"Transport [c, m]",
1001153,r_1578,2-methylbutanal transport,"Transport [c, e]",
1001154,r_1579,2-methylbutanal transport,"Transport [c, m]",
1001155,r_1582,2-methylpropanal transport,"Transport [c, e]",
1001156,r_1583,2-methylpropanal transport,"Transport [c, m]",
1001157,r_1585,2-oxobutanoate transporter,"Transport [c, m]",YNL065W or YKL217W
1001158,r_1587,2-oxoglutarate transport,"Transport [c, n]",
1001159,r_1588,2-oxoglutarate transport,"Transport [c, e]",
1001160,r_1590,2-phenylethanol transport,"Transport [c, e]",
1001161,r_1591,2-phenylethanol transport,"Transport [c, m]",
1001162,r_1595,3-carboxy-4-methyl-2-oxopentanoate transport,"Transport [c, m]",
1001163,r_1596,3-methyl-2-oxopentanoate transport,"Transport [c, m]",
1001164,r_1597,3-methyl-oxopentanoate trasport,"Transport [c, e]",
1001165,r_1599,3-methylbutanal transport,"Transport [c, e]",
1001166,r_1600,3-methylbutanal transport,"Transport [c, m]",
1001167,r_1601,3-octaprenyl-4-hydroxybenzoate transport,"Transport [c, m]",
1001168,r_1603,4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase,Thiamine metabolism,YFL058W
1001169,r_1605,4-aminobenzoate transport,"Transport [c, e]",
1001170,r_1606,4-aminobenzoate transport,"Transport [c, m]",
1001171,r_1607,4-aminobutanal transport,"Transport [c, m]",
1001172,r_1608,4-aminobutyrate transport,"Transport [c, m]",
1001173,r_1609,4-hydroxy-2-oxoglutarate transport,"Transport [c, m]",
1001174,r_1610,4-hydroxy-2-oxoglutarate transport,"Transport [c, p]",
1001175,r_1611,4-hydroxybenzoate transport,"Transport [c, m]",
1001176,r_1613,5'-nucleotidase (AMP),Purine metabolism,
1001177,r_1614,5'-nucleotidase (dAMP),Purine metabolism,YGL101W or YBR242W
1001178,r_1615,5'-nucleotidase (dCMP),Pyrimidine metabolism,YGL101W or YBR242W
1001179,r_1616,5'-nucleotidase (dGMP),Purine metabolism,YGL101W or YBR242W
1001180,r_1617,5'-nucleotidase (dTMP),Pyrimidine metabolism,YGL101W or YBR242W
1001181,r_1618,5'-nucleotidase (dUMP),Pyrimidine metabolism,
1001182,r_1619,5'-nucleotidase (GMP),Purine metabolism,YER037W
1001183,r_1620,5'-nucleotidase (XMP),Purine metabolism,
1001184,r_1622,5-aminolevulinate transport,"Transport [c, m]",
1001185,r_1623,5-formethyltetrahydrofolate cyclo-ligase,One carbon pool by folate,YER183C
1001186,r_1624,5-formyltetrahydrofolate:10-formyltetrahydrofolate isomerase,One carbon pool by folate,YER183C
1001187,r_1628,"7,8-diaminononanoate transport","Transport [c, e]",
1001188,r_1632,acetaldehyde transport,"Transport [c, m]",
1001189,r_1633,acetaldehyde transport,"Transport [c, e]",
1001190,r_1635,acetate transport,"Transport [c, n]",
1001191,r_1637,acetyl-CoA transport,"Transport [c, n]",
1001192,r_1638,acetylcarnitine transport,"Transport [c, p]",
1001193,r_1640,adenine transport,"Transport [c, m]",
1001194,r_1642,"adenosine 3',5'-bisphosphate transport","Transport [c, m]",YPR011C
1001195,r_1644,ADP transport,"Transport [c, n]",
1001196,r_1645,ADP transport,"Transport [c, er]",
1001197,r_1647,"AKG transporter, peroxisome","Transport [c, p]",
1001198,r_1652,alpha-ketoglutarate/malate transporter,"Transport [c, e]",
1001199,r_1656,AMP transport,"Transport [c, n]",
1001200,r_1657,arginine transport,"Transport [c, m]",YBR147W
1001201,r_1658,asparagine transport,"Transport [c, m]",YDR508C
1001202,r_1659,aspartate-glutamate transporter,"Transport [c, p]",
1001203,r_1660,ATP diffusion,"Transport [c, n]",
1001204,r_1661,ATP transport,"Transport [c, er]",
1001205,r_1664,bicarbonate formation,Nitrogen metabolism,
1001206,r_1665,bicarbonate formation,Nitrogen metabolism,
1001207,r_1667,bicarbonate formation,Nitrogen metabolism,YNL036W
1001208,r_1668,bicarbonate formation,Nitrogen metabolism,
1001209,r_1669,bicarbonate transport,"Transport [c, n]",
1001210,r_1673,carnitine transport,"Transport [c, p]",
1001211,r_1674,carnitine-acetylcarnitine carrier,"Transport [c, p]",
1001212,r_1675,CDP transport,"Transport [c, n]",
1001213,r_1676,ceramide transport,"Transport [er, g]",
1001214,r_1677,ceramide transport,"Transport [er, g]",
1001215,r_1678,ceramide transport,"Transport [er, g]",
1001216,r_1679,ceramide transport,"Transport [er, g]",
1001217,r_1680,ceramide transport,"Transport [er, g]",
1001218,r_1681,ceramide transport,"Transport [er, g]",
1001219,r_1682,"cholestenol delta-isomerase, lumped reaction",Steroid biosynthesis,
1001220,r_1684,choline transport,"Transport [c, ce]",YGL077C or YOR161C
1001221,r_1685,chorismate pyruvate lyase,Ubiquinone and other terpenoid-quinone biosynthesis,
1001222,r_1686,citrate transport,"Transport [c, e]",
1001223,r_1688,citrate/isocitrate antiport,"Transport [c, p]",
1001224,r_1689,citrate/malate antiport,"Transport [c, p]",
1001225,r_1690,CMP nucleosidase,Pyrimidine metabolism,
1001226,r_1691,CO2 transport,"Transport [c, er]",
1001227,r_1694,CO2 transport,"Transport [c, n]",
1001228,r_1695,CO2 transport,"Transport [c, p]",
1001229,r_1696,CO2 transport,"Transport [c, m]",
1001230,r_1697,CO2 transport,"Transport [c, e]",
1001231,r_1698,coenzyme A transport,"Transport [c, er]",
1001232,r_1699,coenzyme A transport,"Transport [c, n]",
1001233,r_1700,coenzyme A transport,"Transport [c, p]",
1001234,r_1703,cytidylate kinase (CMP),Pyrimidine metabolism,YKL024C
1001235,r_1704,cytidylate kinase (dCMP),Pyrimidine metabolism,YKL024C
1001236,r_1707,D-arabinose transport,"Transport [c, e]",YDR342C or YHR092C
1001237,r_1708,D-erythrose 4-phosphate transport,"Transport [c, m]",
1001238,r_1713,D-glucosamine 6-phosphate uniport,"Transport [c, e]",
1001239,r_1717,D-sorbitol transport,"Transport [c, e]",YDL245C or YEL069C or YJR158W or YNR072W
1001240,r_1719,D-xylose transport,"Transport [c, e]",YHR092C
1001241,r_1720,dADP transport,"Transport [c, n]",
1001242,r_1721,dCDP transport,"Transport [c, n]",
1001243,r_1722,ATP deamination,Purine metabolism,
1001244,r_1723,dATP deamination,Purine metabolism,
1001245,r_1724,ADP deamination,Purine metabolism,
1001246,r_1725,dADP deamination,Purine metabolism,
1001247,r_1726,deamino-NAD+ diffusion,"Transport [c, n]",
1001248,r_1728,deoxyadenosine transport,"Transport [c, e]",
1001249,r_1729,deoxyadenylate kinase,Purine metabolism,YDL166C
1001250,r_1731,deoxycytidine transport,"Transport [c, e]",
1001251,r_1732,deoxyguanosine transport,"Transport [c, e]",
1001252,r_1733,deoxyinosine transport,"Transport [c, e]",
1001253,r_1734,deoxyuridine kinase (ATP:deoxyuridine),Pyrimidine metabolism,
1001254,r_1735,deoxyuridine transport,"Transport [c, e]",YBL042C
1001255,r_1736,dephospho-CoA kinase,Pantothenate and coa biosynthesis,YDR196C
1001256,r_1737,dGDP transport,"Transport [c, n]",
1001257,r_1738,dhnpt transport,"Transport [c, m]",
1001258,r_1739,diamine transaminase,Arginine and proline metabolism,YDR071C
1001259,r_1743,dihydrofolate transport,"Transport [c, m]",
1001260,r_1744,dihydroneopterin triphosphate pyrophosphatase,Folate biosynthesis,
1001261,r_1745,dihydropteroate transport,"Transport [c, m]",
1001262,r_1746,dihydroxyacetone phosphate transport,"Transport [c, m]",
1001263,r_1747,diphosphate transport,"Transport [c, p]",
1001264,r_1748,dolichol phosphate transport,"Transport [c, er]",
1001265,r_1750,dTTP uniport,"Transport [c, e]",
1001266,r_1751,dUDP diffusion,"Transport [c, n]",
1001267,r_1752,dUMP transport,"Transport [c, n]",
1001268,r_1754,"ergosta-5,6,22,24,(28)-tetraen-3beta-ol transport","Transport [c, er]",
1001269,r_1758,ergosterol transport,"Transport [c, er]",
1001270,r_1759,ergosterol transport,"Transport [c, lp]",
1001271,r_1762,ethanol transport,"Transport [c, e]",
1001272,r_1763,"ethanol transport, mitochondrial","Transport [c, m]",
1001273,r_1766,farnesyl diphosphate transport,"Transport [c, m]",
1001274,r_1770,fatty acid transport,"Transport [c, p]",YBR041W
1001275,r_1771,fatty acid transport,"Transport [c, p]",YKL188C and YPL147W
1001276,r_1772,fatty acid transport,"Transport [c, p]",YKL188C and YPL147W
1001277,r_1774,fatty acid transport,"Transport [c, p]",YKL188C and YPL147W
1001278,r_1775,fatty acid transport,"Transport [c, p]",YBR041W
1001279,r_1776,fatty acid transport,"Transport [c, p]",
1001280,r_1777,myristate (n-C14:0) transport,"Transport [c, e]",
1001281,r_1790,FMN adenylyltransferase,Riboflavin metabolism,YDL045C
1001282,r_1794,formate transport,"Transport [c, m]",
1001283,r_1795,formate transport,"Transport [c, e]",YNL065W
1001284,r_1796,formate transport,"Transport [c, e]",
1001285,r_1797,fructose-1-phosphate kinase,Fructose and mannose metabolism,
1001286,r_1801,GDP transport,"Transport [c, g]",
1001287,r_1802,GDP transport,"Transport [c, n]",
1001288,r_1803,GDP-alpha-D-mannose transport,"Transport [c, g]",YGL225W
1001289,r_1805,"glucose transport, vacuolar","Transport [c, v]",YBR241C
1001290,r_1809,glycerol-3-phosphate shuttle,"Transport [c, m]",
1001291,r_1811,glycine transport,"Transport [c, m]",YPR058W
1001292,r_1812,glycoaldehyde transport,"Transport [c, m]",
1001293,r_1813,glycoaldehyde transport,"Transport [c, e]",
1001294,r_1816,glyoxylate transport,"Transport [c, e]",YNL065W
1001295,r_1817,glyoxylate transport,"Transport [c, p]",
1001296,r_1819,guanine transport,"Transport [c, m]",
1001297,r_1821,guanosine kinase,Purine metabolism,
1001298,r_1822,guanosine transport,"Transport [c, m]",
1001299,r_1823,guanosine transport,"Transport [c, e]",
1001300,r_1824,H+ diffusion,"Transport [c, e]",
1001301,r_1825,H+ diffusion,"Transport [c, er]",
1001302,r_1826,H+ diffusion,"Transport [c, g]",
1001303,r_1827,H+ diffusion,"Transport [c, lp]",
1001304,r_1829,H+ diffusion,"Transport [c, n]",
1001305,r_1830,H+ diffusion,"Transport [c, p]",
1001306,r_1831,H+ diffusion,"Transport [c, v]",
1001307,r_1833,hexacosanoyl-CoA transport,"Transport [c, er]",
1001308,r_1835,hexadecanoate (n-C16:0) transport,"Transport [c, e]",YBR041W
1001309,r_1836,hexadecenoate (n-C16:1) transport,"Transport [c, e]",YBR041W
1001310,r_1837,"L-histidine transport, mitochondrial","Transport [c, m]",YBR147W
1001311,r_1838,homocitrate synthase,Pyruvate metabolism,YDL131W or YDL182W
1001312,r_1839,hydrogen peroxide transport,"Transport [c, n]",
1001313,r_1840,hydroxymethylglutaryl-CoA transport,"Transport [c, m]",
