,gl_number,met_id,role
12683,1003323,2306,PRODUCT
12684,1003323,2333,PRODUCT
12685,1003323,2336,PRODUCT
12686,1003324,1612,SUBSTRATE
12687,1003324,2306,PRODUCT
12688,1003324,2333,PRODUCT
12689,1003324,2334,PRODUCT
12690,1003325,1613,SUBSTRATE
12691,1003325,2306,PRODUCT
12692,1003325,2333,PRODUCT
12693,1003325,2334,PRODUCT
12694,1003325,2336,PRODUCT
12695,1003326,1614,SUBSTRATE
12696,1003326,2306,PRODUCT
12697,1003326,2334,PRODUCT
12698,1003327,1615,SUBSTRATE
12699,1003327,2306,PRODUCT
12700,1003327,2334,PRODUCT
12701,1003327,2336,PRODUCT
12702,1003328,1616,SUBSTRATE
12703,1003328,2306,PRODUCT
12704,1003328,2334,PRODUCT
12705,1003328,2335,PRODUCT
12706,1003329,1617,SUBSTRATE
12707,1003329,2306,PRODUCT
12708,1003329,2334,PRODUCT
12709,1003329,2335,PRODUCT
12710,1003329,2336,PRODUCT
12711,1003330,1618,SUBSTRATE
12712,1003330,2306,PRODUCT
12713,1003330,2334,PRODUCT
12714,1003330,2336,PRODUCT
12715,1003331,1619,SUBSTRATE
12716,1003331,2306,PRODUCT
12717,1003331,2334,PRODUCT
12718,1003331,2336,PRODUCT
12719,1003332,1620,SUBSTRATE
12720,1003332,2306,PRODUCT
12721,1003332,2333,PRODUCT
12722,1003332,2334,PRODUCT
12723,1003332,2335,PRODUCT
12724,1003333,1621,SUBSTRATE
12725,1003333,2306,PRODUCT
12726,1003333,2333,PRODUCT
12727,1003333,2335,PRODUCT
12728,1003333,2336,PRODUCT
12729,1003334,1622,SUBSTRATE
12730,1003334,2306,PRODUCT
12731,1003334,2334,PRODUCT
12732,1003334,2335,PRODUCT
12733,1003335,1623,SUBSTRATE
12734,1003335,2306,PRODUCT
12735,1003335,2334,PRODUCT
12736,1003335,2335,PRODUCT
12737,1003335,2336,PRODUCT
12738,1003336,1624,SUBSTRATE
12739,1003336,2306,PRODUCT
12740,1003336,2334,PRODUCT
12741,1003336,2335,PRODUCT
12742,1003337,1625,SUBSTRATE
12743,1003337,2306,PRODUCT
12744,1003337,2335,PRODUCT
12745,1003337,2336,PRODUCT
12746,1003338,1626,SUBSTRATE
12747,1003338,2306,PRODUCT
12748,1003338,2334,PRODUCT
12749,1003338,2335,PRODUCT
12750,1003338,2336,PRODUCT
12751,1003339,1627,SUBSTRATE
12752,1003339,2306,PRODUCT
12753,1003339,2335,PRODUCT
12754,1003339,2336,PRODUCT
12755,1003340,1628,SUBSTRATE
12756,1003340,2306,PRODUCT
12757,1003340,2333,PRODUCT
12758,1003340,2334,PRODUCT
12759,1003340,2336,PRODUCT
12760,1003341,1629,SUBSTRATE
12761,1003341,2306,PRODUCT
12762,1003341,2333,PRODUCT
12763,1003341,2336,PRODUCT
12764,1003342,1630,SUBSTRATE
12765,1003342,2306,PRODUCT
12766,1003342,2334,PRODUCT
12767,1003342,2336,PRODUCT
12768,1003343,1631,SUBSTRATE
12769,1003343,2306,PRODUCT
12770,1003343,2334,PRODUCT
12771,1003343,2336,PRODUCT
12772,1003344,1632,SUBSTRATE
12773,1003344,2306,PRODUCT
12774,1003344,2334,PRODUCT
12775,1003344,2335,PRODUCT
12776,1003344,2336,PRODUCT
12777,1003345,1633,SUBSTRATE
12778,1003345,2306,PRODUCT
12779,1003345,2335,PRODUCT
12780,1003345,2336,PRODUCT
12781,1003346,1634,SUBSTRATE
12782,1003346,2306,PRODUCT
12783,1003346,2334,PRODUCT
12784,1003346,2336,PRODUCT
12785,1003347,1635,SUBSTRATE
12786,1003347,2306,PRODUCT
12787,1003347,2336,PRODUCT
12788,1003348,2306,SUBSTRATE
12789,1003348,1270,PRODUCT
12790,1003349,368,SUBSTRATE
12791,1003349,1231,SUBSTRATE
12792,1003349,374,PRODUCT
12793,1003349,1229,PRODUCT
12794,1003350,717,SUBSTRATE
12795,1003350,2307,PRODUCT
12796,1003351,423,SUBSTRATE
12797,1003351,709,SUBSTRATE
12798,1003351,963,SUBSTRATE
12799,1003351,2310,SUBSTRATE
12800,1003351,2311,SUBSTRATE
12801,1003351,2312,SUBSTRATE
12802,1003351,2313,SUBSTRATE
12803,1003351,2780,SUBSTRATE
12804,1003351,2781,SUBSTRATE
12805,1003351,387,PRODUCT
12806,1003351,436,PRODUCT
12807,1003351,700,PRODUCT
12808,1003351,1134,PRODUCT
12809,1003352,711,SUBSTRATE
12810,1003352,2308,SUBSTRATE
12811,1003352,520,PRODUCT
12812,1003352,2309,PRODUCT
12813,1003353,709,SUBSTRATE
12814,1003353,1300,SUBSTRATE
12815,1003353,539,PRODUCT
12816,1003353,1294,PRODUCT
12817,1003354,423,SUBSTRATE
12818,1003354,709,SUBSTRATE
12819,1003354,387,PRODUCT
12820,1003354,700,PRODUCT
12821,1003354,1134,PRODUCT
12822,1003355,394,SUBSTRATE
12823,1003355,417,SUBSTRATE
12824,1003355,419,SUBSTRATE
12825,1003355,421,SUBSTRATE
12826,1003355,508,SUBSTRATE
12827,1003355,663,SUBSTRATE
12828,1003355,664,SUBSTRATE
12829,1003355,673,SUBSTRATE
12830,1003355,731,SUBSTRATE
12831,1003355,745,SUBSTRATE
12832,1003355,956,SUBSTRATE
12833,1003355,966,SUBSTRATE
12834,1003355,1009,SUBSTRATE
12835,1003355,1126,SUBSTRATE
12836,1003355,1159,SUBSTRATE
12837,1003355,1203,SUBSTRATE
12838,1003355,1253,SUBSTRATE
12839,1003355,1272,SUBSTRATE
12840,1003355,1278,SUBSTRATE
12841,1003355,1305,SUBSTRATE
12842,1003355,1320,PRODUCT
12843,1003355,1321,PRODUCT
12844,1003355,1323,PRODUCT
12845,1003355,1325,PRODUCT
12846,1003355,1327,PRODUCT
12847,1003355,1328,PRODUCT
12848,1003355,1329,PRODUCT
12849,1003355,1331,PRODUCT
12850,1003355,1332,PRODUCT
12851,1003355,1334,PRODUCT
12852,1003355,1336,PRODUCT
12853,1003355,1338,PRODUCT
12854,1003355,1340,PRODUCT
12855,1003355,1342,PRODUCT
12856,1003355,1344,PRODUCT
12857,1003355,1345,PRODUCT
12858,1003355,1346,PRODUCT
12859,1003355,1348,PRODUCT
12860,1003355,1350,PRODUCT
12861,1003355,1352,PRODUCT
12862,1003355,2310,PRODUCT
12863,1003356,100,SUBSTRATE
12864,1003356,103,SUBSTRATE
12865,1003356,484,SUBSTRATE
12866,1003356,681,SUBSTRATE
12867,1003356,972,SUBSTRATE
12868,1003356,1266,SUBSTRATE
12869,1003356,2311,PRODUCT
12870,1003357,412,SUBSTRATE
12871,1003357,497,SUBSTRATE
12872,1003357,689,SUBSTRATE
12873,1003357,1289,SUBSTRATE
12874,1003357,2312,PRODUCT
12875,1003358,548,SUBSTRATE
12876,1003358,553,SUBSTRATE
12877,1003358,570,SUBSTRATE
12878,1003358,595,SUBSTRATE
12879,1003358,2313,PRODUCT
12880,1003359,2314,SUBSTRATE
12881,1003359,2315,PRODUCT
12882,1003360,756,SUBSTRATE
12883,1003360,2316,PRODUCT
12884,1003361,787,SUBSTRATE
12885,1003361,2317,PRODUCT
12886,1003362,978,SUBSTRATE
12887,1003362,2318,PRODUCT
12888,1003363,2319,SUBSTRATE
12889,1003363,2320,PRODUCT
12890,1003364,2321,SUBSTRATE
12891,1003364,2322,PRODUCT
12892,1003365,2323,SUBSTRATE
12893,1003365,2324,PRODUCT
12894,1003366,2325,SUBSTRATE
12895,1003366,2326,PRODUCT
12896,1003367,2327,SUBSTRATE
12897,1003367,2328,PRODUCT
12898,1003368,2329,SUBSTRATE
12899,1003368,2330,PRODUCT
12900,1003369,2331,SUBSTRATE
12901,1003369,2332,PRODUCT
12902,1003370,164,SUBSTRATE
12903,1003370,609,SUBSTRATE
12904,1003370,614,SUBSTRATE
12905,1003370,630,SUBSTRATE
12906,1003370,1140,SUBSTRATE
12907,1003370,1141,SUBSTRATE
12908,1003370,1142,SUBSTRATE
12909,1003370,1270,SUBSTRATE
12910,1003370,2339,PRODUCT
12911,1003371,2333,SUBSTRATE
12912,1003371,2334,SUBSTRATE
12913,1003371,2335,SUBSTRATE
12914,1003371,2336,SUBSTRATE
12915,1003371,2340,PRODUCT
12916,1003372,454,SUBSTRATE
12917,1003372,2314,PRODUCT
12918,1003372,2335,PRODUCT
12919,1003372,2337,PRODUCT
12920,1003373,457,SUBSTRATE
12921,1003373,2314,PRODUCT
12922,1003373,2335,PRODUCT
12923,1003373,2338,PRODUCT
12924,1003374,460,SUBSTRATE
12925,1003374,2314,PRODUCT
12926,1003374,2335,PRODUCT
12927,1003374,2337,PRODUCT
12928,1003375,463,SUBSTRATE
12929,1003375,2314,PRODUCT
12930,1003375,2335,PRODUCT
12931,1003375,2338,PRODUCT
12932,1003376,466,SUBSTRATE
12933,1003376,2314,PRODUCT
12934,1003376,2335,PRODUCT
12935,1003376,2337,PRODUCT
12936,1003377,469,SUBSTRATE
12937,1003377,2314,PRODUCT
12938,1003377,2335,PRODUCT
12939,1003377,2338,PRODUCT
12940,1003378,472,SUBSTRATE
12941,1003378,2314,PRODUCT
12942,1003378,2335,PRODUCT
12943,1003378,2337,PRODUCT
12944,1003379,475,SUBSTRATE
12945,1003379,2314,PRODUCT
12946,1003379,2335,PRODUCT
12947,1003379,2338,PRODUCT
12948,1003380,478,SUBSTRATE
12949,1003380,2314,PRODUCT
12950,1003380,2335,PRODUCT
12951,1003380,2337,PRODUCT
12952,1003381,481,SUBSTRATE
12953,1003381,2314,PRODUCT
12954,1003381,2335,PRODUCT
12955,1003381,2338,PRODUCT
12956,1003382,1148,SUBSTRATE
12957,1003382,2319,PRODUCT
12958,1003382,2335,PRODUCT
12959,1003383,1149,SUBSTRATE
12960,1003383,2321,PRODUCT
12961,1003383,2335,PRODUCT
12962,1003384,1218,SUBSTRATE
12963,1003384,2319,PRODUCT
12964,1003384,2335,PRODUCT
12965,1003385,1219,SUBSTRATE
12966,1003385,2321,PRODUCT
12967,1003385,2335,PRODUCT
12968,1003386,1547,SUBSTRATE
12969,1003386,2323,PRODUCT
12970,1003386,2333,PRODUCT
12971,1003386,2334,PRODUCT
12972,1003387,1548,SUBSTRATE
12973,1003387,2323,PRODUCT
12974,1003387,2333,PRODUCT
12975,1003387,2336,PRODUCT
12976,1003388,1549,SUBSTRATE
12977,1003388,2323,PRODUCT
12978,1003388,2334,PRODUCT
12979,1003389,1550,SUBSTRATE
12980,1003389,2323,PRODUCT
12981,1003389,2334,PRODUCT
12982,1003389,2336,PRODUCT
12983,1003390,1551,SUBSTRATE
12984,1003390,2323,PRODUCT
12985,1003390,2334,PRODUCT
12986,1003390,2335,PRODUCT
12987,1003391,1552,SUBSTRATE
12988,1003391,2323,PRODUCT
12989,1003391,2335,PRODUCT
12990,1003391,2336,PRODUCT
12991,1003392,1553,SUBSTRATE
12992,1003392,2323,PRODUCT
12993,1003392,2334,PRODUCT
12994,1003392,2336,PRODUCT
12995,1003393,1554,SUBSTRATE
12996,1003393,2323,PRODUCT
12997,1003393,2336,PRODUCT
12998,1003394,1560,SUBSTRATE
12999,1003394,2325,PRODUCT
13000,1003394,2333,PRODUCT
13001,1003394,2334,PRODUCT
13002,1003395,1561,SUBSTRATE
13003,1003395,2325,PRODUCT
13004,1003395,2333,PRODUCT
13005,1003395,2336,PRODUCT
13006,1003396,1562,SUBSTRATE
13007,1003396,2325,PRODUCT
13008,1003396,2334,PRODUCT
13009,1003397,1563,SUBSTRATE
13010,1003397,2325,PRODUCT
13011,1003397,2334,PRODUCT
13012,1003397,2336,PRODUCT
13013,1003398,1564,SUBSTRATE
13014,1003398,2325,PRODUCT
13015,1003398,2334,PRODUCT
13016,1003398,2335,PRODUCT
13017,1003399,1565,SUBSTRATE
13018,1003399,2325,PRODUCT
13019,1003399,2335,PRODUCT
13020,1003399,2336,PRODUCT
13021,1003400,1566,SUBSTRATE
13022,1003400,2325,PRODUCT
13023,1003400,2334,PRODUCT
13024,1003400,2336,PRODUCT
13025,1003401,1567,SUBSTRATE
13026,1003401,2325,PRODUCT
13027,1003401,2336,PRODUCT
13028,1003402,1719,SUBSTRATE
13029,1003402,2327,PRODUCT
13030,1003402,2334,PRODUCT
13031,1003403,1720,SUBSTRATE
13032,1003403,2327,PRODUCT
13033,1003403,2336,PRODUCT
13034,1003404,1820,SUBSTRATE
13035,1003404,2329,PRODUCT
13036,1003404,2333,PRODUCT
13037,1003404,2334,PRODUCT
13038,1003405,1822,SUBSTRATE
13039,1003405,2329,PRODUCT
13040,1003405,2334,PRODUCT
13041,1003406,1823,SUBSTRATE
13042,1003406,2329,PRODUCT
13043,1003406,2334,PRODUCT
13044,1003406,2335,PRODUCT
13045,1003407,1824,SUBSTRATE
13046,1003407,2329,PRODUCT
13047,1003407,2334,PRODUCT
13048,1003407,2336,PRODUCT
13049,1003408,1825,SUBSTRATE
13050,1003408,2329,PRODUCT
13051,1003408,2333,PRODUCT
13052,1003408,2336,PRODUCT
13053,1003409,1826,SUBSTRATE
13054,1003409,2329,PRODUCT
13055,1003409,2334,PRODUCT
13056,1003409,2336,PRODUCT
13057,1003410,1827,SUBSTRATE
13058,1003410,2331,PRODUCT
13059,1003410,2333,PRODUCT
13060,1003410,2334,PRODUCT
13061,1003411,1828,SUBSTRATE
13062,1003411,2331,PRODUCT
13063,1003411,2333,PRODUCT
13064,1003411,2334,PRODUCT
13065,1003412,1829,SUBSTRATE
13066,1003412,2331,PRODUCT
13067,1003412,2333,PRODUCT
13068,1003412,2334,PRODUCT
13069,1003412,2335,PRODUCT
13070,1003413,1830,SUBSTRATE
13071,1003413,2331,PRODUCT
13072,1003413,2333,PRODUCT
13073,1003413,2334,PRODUCT
13074,1003413,2336,PRODUCT
13075,1003414,1831,SUBSTRATE
13076,1003414,2331,PRODUCT
13077,1003414,2333,PRODUCT
13078,1003414,2334,PRODUCT
13079,1003414,2336,PRODUCT
13080,1003415,1832,SUBSTRATE
13081,1003415,2331,PRODUCT
13082,1003415,2333,PRODUCT
13083,1003415,2334,PRODUCT
13084,1003415,2336,PRODUCT
13085,1003416,1833,SUBSTRATE
13086,1003416,2331,PRODUCT
13087,1003416,2333,PRODUCT
13088,1003416,2334,PRODUCT
13089,1003417,1834,SUBSTRATE
13090,1003417,2331,PRODUCT
13091,1003417,2334,PRODUCT
13092,1003418,1835,SUBSTRATE
13093,1003418,2331,PRODUCT
13094,1003418,2334,PRODUCT
13095,1003418,2335,PRODUCT
13096,1003419,1836,SUBSTRATE
13097,1003419,2331,PRODUCT
13098,1003419,2334,PRODUCT
13099,1003419,2336,PRODUCT
13100,1003420,1837,SUBSTRATE
13101,1003420,2331,PRODUCT
13102,1003420,2333,PRODUCT
13103,1003420,2334,PRODUCT
13104,1003420,2336,PRODUCT
13105,1003421,1838,SUBSTRATE
13106,1003421,2331,PRODUCT
13107,1003421,2334,PRODUCT
13108,1003421,2336,PRODUCT
13109,1003422,1839,SUBSTRATE
13110,1003422,2331,PRODUCT
13111,1003422,2333,PRODUCT
13112,1003422,2334,PRODUCT
13113,1003422,2335,PRODUCT
13114,1003423,1840,SUBSTRATE
13115,1003423,2331,PRODUCT
13116,1003423,2334,PRODUCT
13117,1003423,2335,PRODUCT
13118,1003424,1841,SUBSTRATE
13119,1003424,2331,PRODUCT
13120,1003424,2334,PRODUCT
13121,1003424,2335,PRODUCT
13122,1003425,1842,SUBSTRATE
13123,1003425,2331,PRODUCT
13124,1003425,2334,PRODUCT
13125,1003425,2335,PRODUCT
13126,1003425,2336,PRODUCT
13127,1003426,1843,SUBSTRATE
13128,1003426,2331,PRODUCT
13129,1003426,2333,PRODUCT
13130,1003426,2334,PRODUCT
13131,1003426,2335,PRODUCT
13132,1003426,2336,PRODUCT
13133,1003427,1844,SUBSTRATE
13134,1003427,2331,PRODUCT
13135,1003427,2334,PRODUCT
13136,1003427,2335,PRODUCT
13137,1003427,2336,PRODUCT
13138,1003428,1845,SUBSTRATE
13139,1003428,2331,PRODUCT
13140,1003428,2333,PRODUCT
13141,1003428,2334,PRODUCT
13142,1003428,2336,PRODUCT
13143,1003429,1846,SUBSTRATE
13144,1003429,2331,PRODUCT
13145,1003429,2334,PRODUCT
13146,1003429,2336,PRODUCT
13147,1003430,1847,SUBSTRATE
13148,1003430,2331,PRODUCT
13149,1003430,2334,PRODUCT
13150,1003430,2335,PRODUCT
13151,1003430,2336,PRODUCT
13152,1003431,1848,SUBSTRATE
13153,1003431,2331,PRODUCT
13154,1003431,2334,PRODUCT
13155,1003431,2336,PRODUCT
13156,1003432,1849,SUBSTRATE
13157,1003432,2331,PRODUCT
13158,1003432,2333,PRODUCT
13159,1003432,2334,PRODUCT
13160,1003432,2336,PRODUCT
13161,1003433,1850,SUBSTRATE
13162,1003433,2331,PRODUCT
13163,1003433,2334,PRODUCT
13164,1003433,2336,PRODUCT
13165,1003434,1851,SUBSTRATE
13166,1003434,2331,PRODUCT
13167,1003434,2333,PRODUCT
13168,1003434,2334,PRODUCT
13169,1003434,2336,PRODUCT
13170,1003435,1852,SUBSTRATE
13171,1003435,2331,PRODUCT
13172,1003435,2333,PRODUCT
13173,1003435,2334,PRODUCT
13174,1003435,2336,PRODUCT
13175,1003436,1853,SUBSTRATE
13176,1003436,2331,PRODUCT
13177,1003436,2333,PRODUCT
13178,1003436,2334,PRODUCT
13179,1003436,2335,PRODUCT
13180,1003436,2336,PRODUCT
13181,1003437,1854,SUBSTRATE
13182,1003437,2331,PRODUCT
13183,1003437,2333,PRODUCT
13184,1003437,2334,PRODUCT
13185,1003437,2336,PRODUCT
13186,1003438,1855,SUBSTRATE
13187,1003438,2331,PRODUCT
13188,1003438,2333,PRODUCT
13189,1003438,2336,PRODUCT
13190,1003439,1856,SUBSTRATE
13191,1003439,2331,PRODUCT
13192,1003439,2333,PRODUCT
13193,1003439,2334,PRODUCT
13194,1003439,2336,PRODUCT
13195,1003440,1857,SUBSTRATE
13196,1003440,2331,PRODUCT
13197,1003440,2333,PRODUCT
13198,1003440,2334,PRODUCT
13199,1003440,2336,PRODUCT
13200,1003441,1858,SUBSTRATE
13201,1003441,2331,PRODUCT
13202,1003441,2334,PRODUCT
13203,1003441,2336,PRODUCT
13204,1003442,1859,SUBSTRATE
13205,1003442,2331,PRODUCT
13206,1003442,2334,PRODUCT
13207,1003442,2335,PRODUCT
13208,1003442,2336,PRODUCT
13209,1003443,1860,SUBSTRATE
13210,1003443,2331,PRODUCT
13211,1003443,2334,PRODUCT
13212,1003443,2336,PRODUCT
13213,1003444,1861,SUBSTRATE
13214,1003444,2331,PRODUCT
13215,1003444,2333,PRODUCT
13216,1003444,2334,PRODUCT
13217,1003444,2336,PRODUCT
13218,1003445,1862,SUBSTRATE
13219,1003445,2331,PRODUCT
13220,1003445,2334,PRODUCT
13221,1003445,2336,PRODUCT
13222,1003446,1901,SUBSTRATE
13223,1003446,2331,PRODUCT
13224,1003446,2333,PRODUCT
13225,1003446,2334,PRODUCT
13226,1003446,2336,PRODUCT
13227,1003447,1902,SUBSTRATE
13228,1003447,2331,PRODUCT
13229,1003447,2334,PRODUCT
13230,1003447,2336,PRODUCT
13231,1003448,1903,SUBSTRATE
13232,1003448,2331,PRODUCT
13233,1003448,2334,PRODUCT
13234,1003448,2335,PRODUCT
13235,1003448,2336,PRODUCT
13236,1003449,1904,SUBSTRATE
13237,1003449,2331,PRODUCT
13238,1003449,2334,PRODUCT
13239,1003449,2336,PRODUCT
13240,1003450,1905,SUBSTRATE
13241,1003450,2331,PRODUCT
13242,1003450,2333,PRODUCT
13243,1003450,2336,PRODUCT
13244,1003451,1906,SUBSTRATE
13245,1003451,2331,PRODUCT
13246,1003451,2334,PRODUCT
13247,1003451,2336,PRODUCT
13248,1003452,1907,SUBSTRATE
13249,1003452,2331,PRODUCT
13250,1003452,2333,PRODUCT
13251,1003452,2334,PRODUCT
13252,1003452,2336,PRODUCT
13253,1003453,1908,SUBSTRATE
13254,1003453,2331,PRODUCT
13255,1003453,2334,PRODUCT
13256,1003453,2336,PRODUCT
13257,1003454,1909,SUBSTRATE
13258,1003454,2331,PRODUCT
13259,1003454,2334,PRODUCT
13260,1003454,2335,PRODUCT
13261,1003454,2336,PRODUCT
13262,1003455,1910,SUBSTRATE
13263,1003455,2331,PRODUCT
13264,1003455,2334,PRODUCT
13265,1003455,2336,PRODUCT
13266,1003456,1911,SUBSTRATE
13267,1003456,2331,PRODUCT
13268,1003456,2333,PRODUCT
13269,1003456,2336,PRODUCT
13270,1003457,1912,SUBSTRATE
13271,1003457,2331,PRODUCT
13272,1003457,2334,PRODUCT
13273,1003457,2336,PRODUCT
13274,1003458,2341,SUBSTRATE
13275,1003458,637,PRODUCT
13276,1003458,2342,PRODUCT
13277,1003459,700,SUBSTRATE
13278,1003459,1046,SUBSTRATE
13279,1003459,2343,SUBSTRATE
13280,1003459,118,PRODUCT
13281,1003459,1041,PRODUCT
13282,1003460,1044,SUBSTRATE
13283,1003460,2344,SUBSTRATE
13284,1003460,700,PRODUCT
13285,1003460,2345,PRODUCT
13286,1003460,2346,PRODUCT
13287,1003461,425,SUBSTRATE
13288,1003461,713,SUBSTRATE
13289,1003461,2347,SUBSTRATE
13290,1003461,2348,SUBSTRATE
13291,1003461,389,PRODUCT
13292,1003461,705,PRODUCT
13293,1003461,885,PRODUCT
13294,1003461,1138,PRODUCT
13295,1003461,2349,PRODUCT
13296,1003462,716,SUBSTRATE
13297,1003462,2350,SUBSTRATE
13298,1003462,2351,PRODUCT
13299,1003462,2352,PRODUCT
13300,1003463,709,SUBSTRATE
13301,1003463,2353,SUBSTRATE
13302,1003463,1134,PRODUCT
13303,1003463,2354,PRODUCT
13304,1003464,700,SUBSTRATE
13305,1003464,1054,SUBSTRATE
13306,1003464,2355,SUBSTRATE
13307,1003464,1050,PRODUCT
13308,1003464,2356,PRODUCT
13309,1003465,2357,SUBSTRATE
13310,1003465,2358,SUBSTRATE
13311,1003465,701,PRODUCT
13312,1003465,2359,PRODUCT
13313,1003465,2360,PRODUCT
13314,1003466,709,SUBSTRATE
13315,1003466,2354,SUBSTRATE
13316,1003466,412,PRODUCT
13317,1003466,700,PRODUCT
13318,1003466,2361,PRODUCT
13319,1003467,860,SUBSTRATE
13320,1003467,857,PRODUCT
13321,1003468,900,SUBSTRATE
13322,1003468,897,PRODUCT
13323,1003469,918,SUBSTRATE
13324,1003469,915,PRODUCT
13325,1003470,427,SUBSTRATE
13326,1003470,504,SUBSTRATE
13327,1003470,2362,SUBSTRATE
13328,1003470,415,PRODUCT
13329,1003470,586,PRODUCT
13330,1003470,2363,PRODUCT
13331,1003471,710,SUBSTRATE
13332,1003471,2364,SUBSTRATE
13333,1003471,2365,PRODUCT
13334,1003471,2366,PRODUCT
13335,1003472,710,SUBSTRATE
13336,1003472,2366,SUBSTRATE
13337,1003472,2365,PRODUCT
13338,1003472,2367,PRODUCT
13339,1003473,2368,SUBSTRATE
13340,1003473,2369,SUBSTRATE
13341,1003473,2370,SUBSTRATE
13342,1003473,1153,PRODUCT
13343,1003473,1210,PRODUCT
13344,1003473,2371,PRODUCT
13345,1003474,519,SUBSTRATE
13346,1003474,2372,PRODUCT
13347,1003475,524,SUBSTRATE
13348,1003475,2373,PRODUCT
13349,1003476,593,SUBSTRATE
13350,1003476,2357,SUBSTRATE
13351,1003476,2358,PRODUCT
13352,1003476,2374,PRODUCT
13353,1003477,666,SUBSTRATE
13354,1003477,709,SUBSTRATE
13355,1003477,875,PRODUCT
13356,1003477,883,PRODUCT
13357,1003478,423,SUBSTRATE
13358,1003478,709,SUBSTRATE
13359,1003478,2375,SUBSTRATE
13360,1003478,387,PRODUCT
13361,1003478,700,PRODUCT
13362,1003478,1134,PRODUCT
13363,1003478,2376,PRODUCT
13364,1003479,2377,SUBSTRATE
13365,1003479,2378,SUBSTRATE
13366,1003479,849,PRODUCT
13367,1003479,2379,PRODUCT
13368,1003480,2380,SUBSTRATE
13369,1003480,2381,PRODUCT
13370,1003481,1041,SUBSTRATE
13371,1003481,2382,SUBSTRATE
13372,1003481,700,PRODUCT
13373,1003481,1046,PRODUCT
13374,1003481,2383,PRODUCT
13375,1003482,1041,SUBSTRATE
13376,1003482,2384,SUBSTRATE
13377,1003482,700,PRODUCT
13378,1003482,1046,PRODUCT
13379,1003482,2385,PRODUCT
13380,1003483,1041,SUBSTRATE
13381,1003483,2386,SUBSTRATE
13382,1003483,700,PRODUCT
13383,1003483,1046,PRODUCT
13384,1003483,2387,PRODUCT
13385,1003484,1041,SUBSTRATE
13386,1003484,2388,SUBSTRATE
13387,1003484,700,PRODUCT
13388,1003484,1046,PRODUCT
13389,1003484,2389,PRODUCT
13390,1003485,1041,SUBSTRATE
13391,1003485,2390,SUBSTRATE
13392,1003485,700,PRODUCT
13393,1003485,1046,PRODUCT
13394,1003485,2391,PRODUCT
13395,1003486,1041,SUBSTRATE
13396,1003486,2392,SUBSTRATE
13397,1003486,700,PRODUCT
13398,1003486,1046,PRODUCT
13399,1003486,2393,PRODUCT
13400,1003487,423,SUBSTRATE
13401,1003487,709,SUBSTRATE
13402,1003487,2394,SUBSTRATE
13403,1003487,387,PRODUCT
13404,1003487,700,PRODUCT
13405,1003487,1134,PRODUCT
13406,1003487,2395,PRODUCT
13407,1003488,1041,SUBSTRATE
13408,1003488,2396,SUBSTRATE
13409,1003488,519,PRODUCT
13410,1003488,700,PRODUCT
13411,1003488,1046,PRODUCT
13412,1003489,2397,SUBSTRATE
13413,1003489,1177,PRODUCT
13414,1003490,700,SUBSTRATE
13415,1003490,1098,SUBSTRATE
13416,1003490,442,PRODUCT
13417,1003490,1177,PRODUCT
13418,1003491,709,SUBSTRATE
13419,1003491,919,SUBSTRATE
13420,1003491,1358,SUBSTRATE
13421,1003491,700,PRODUCT
13422,1003491,1354,PRODUCT
13423,1003491,2398,PRODUCT
13424,1003492,425,SUBSTRATE
13425,1003492,927,SUBSTRATE
13426,1003492,2399,SUBSTRATE
13427,1003492,413,PRODUCT
13428,1003492,584,PRODUCT
13429,1003492,2400,PRODUCT
13430,1003493,666,SUBSTRATE
13431,1003493,875,PRODUCT
13432,1003493,2401,PRODUCT
13433,1003494,2402,SUBSTRATE
13434,1003494,713,PRODUCT
13435,1003494,2403,PRODUCT
13436,1003495,705,SUBSTRATE
13437,1003495,2404,SUBSTRATE
13438,1003495,737,PRODUCT
13439,1003495,1105,PRODUCT
13440,1003496,709,SUBSTRATE
13441,1003496,2405,SUBSTRATE
13442,1003496,1134,PRODUCT
13443,1003496,2406,PRODUCT
13444,1003497,1192,SUBSTRATE
13445,1003497,2407,SUBSTRATE
13446,1003497,700,PRODUCT
13447,1003497,1190,PRODUCT
13448,1003497,2408,PRODUCT
13449,1003498,2409,SUBSTRATE
13450,1003498,2410,SUBSTRATE
13451,1003498,706,PRODUCT
13452,1003498,2411,PRODUCT
13453,1003498,2412,PRODUCT
13454,1003499,2413,SUBSTRATE
13455,1003499,2414,PRODUCT
13456,1003500,2605,SUBSTRATE
13457,1003500,2606,PRODUCT
13458,1003501,1415,SUBSTRATE
13459,1003501,2784,SUBSTRATE
13460,1003501,1380,PRODUCT
13461,1003501,1417,PRODUCT
13462,1003501,2783,PRODUCT
13463,1003502,1048,SUBSTRATE
13464,1003502,2415,SUBSTRATE
13465,1003502,705,PRODUCT
13466,1003502,1043,PRODUCT
13467,1003502,2416,PRODUCT
13468,1003503,1050,SUBSTRATE
13469,1003503,2417,SUBSTRATE
13470,1003503,700,PRODUCT
13471,1003503,1054,PRODUCT
13472,1003503,2418,PRODUCT
13473,1003504,2419,SUBSTRATE
13474,1003504,2420,SUBSTRATE
13475,1003504,2421,PRODUCT
13476,1003504,2422,PRODUCT
13477,1003505,666,SUBSTRATE
13478,1003505,2423,SUBSTRATE
13479,1003505,2424,PRODUCT
